userid	post	ques	ans	asker	ans1	severity1	ans2	severity2	ans3	severity3
avlarios	Q: What was your favorite birthday gift?<br>A: hookers	What was your favorite birthday gift?	 hookers	None	No	0	No	0	No	0
avlarios	Q: What was your favorite year?<br>A: 1992 [:	What was your favorite year?	 1992 [:	None	No	0	No	0	No	0
avlarios	Q: What was your first paying job?<br>A: prostitute	What was your first paying job?	 prostitute	None	No	0	No	0	No	0
avlarios	Q: What website do you spend the most time on?<br>A: probably myspace	What website do you spend the most time on?	 probably myspace	None	No	0	No	0	No	0
avlarios	Q: What YouTube video made you laugh recently?<br>A: some doritos commercial	What YouTube video made you laugh recently?	 some doritos commercial	None	No	0	No	0	No	0
avlarios	Q: What&#039;s the best gift you&#039;ve ever given?<br>A: a necklace i guess?	What&#039;s the best gift you&#039;ve ever given?	 a necklace i guess?	None	No	0	No	0	No	0
avlarios	Q: What&#039;s the oldest piece of clothing you still own and wear?<br>A: tidy whities from 1st grade [;	What&#039;s the oldest piece of clothing you still own and wear?	 tidy whities from 1st grade [;	None	No	0	No	0	No	0
avlarios	Q: What&#039;s the weirdest thing you&#039;ve ever eaten?<br>A: a cup	What&#039;s the weirdest thing you&#039;ve ever eaten?	 a cup	None	No	0	No	0	No	0
avlarios	Q: What&#039;s the worst show on TV?<br>A: i dont really watch tv	What&#039;s the worst show on TV?	 i dont really watch tv	None	No	0	No	0	No	0
avlarios	Q: What&#039;s your favorite color?<br>A: seven	What&#039;s your favorite color?	 seven	None	No	0	No	0	No	1
avlarios	Q: What&#039;s your favorite Led Zeppelin song?<br>A: hmmm... between kashmir and communication breakdown	What&#039;s your favorite Led Zeppelin song?	 hmmm... between kashmir and communication breakdown	RachelleBales	No	0	No	0	No	0
avlarios	Q: What&#039;s your favorite season of the year?<br>A: Winter [:	What&#039;s your favorite season of the year?	 Winter [:	None	No	0	No	0	No	0
avlarios	Q: whats yo flava baby tell me wats yo flavahh<br>A: peanut butter [;	whats yo flava baby tell me wats yo flavahh	 peanut butter [;	xzachxdragonx	No	0	No	0	No	0
avlarios	Q: whenever you come to my state to pick me up.<br>A: on my way!	whenever you come to my state to pick me up.	 on my way!	None	No	0	No	0	No	0
avlarios	Q: whens the last time u have been to the beach<br>A: couple months ago	whens the last time u have been to the beach	 couple months ago	None	No	0	No	0	No	0
avlarios	Q: Where would you like to spend your retirement?<br>A: Playa Del Carmen	Where would you like to spend your retirement?	 Playa Del Carmen	None	No	0	No	0	No	0
avlarios	Q: who asks people if they know me why do i see it all the time who is it that cares<br>A: you have a fan d00d. Can you sign my bewbs?	who asks people if they know me why do i see it all the time who is it that cares	 you have a fan d00d. Can you sign my bewbs?	DAKOTAHCHORE	Yes	6	Yes	3	No	0
avlarios	Q: who do u wanna get to know bettah<br>A: hawt chix	who do u wanna get to know bettah	 hawt chix	None	No	0	No	0	No	0
avlarios	Q: who do you like?<br>A: an amazingly  beautiful girl [:	who do you like?	 an amazingly  beautiful girl [:	None	No	0	No	0	No	0
avlarios	Q: who do you think is the prettiest junior?<br>A: hahah I can't answer that on here  ask me on myspace or something. [:	who do you think is the prettiest junior?	 hahah I can't answer that on here  ask me on myspace or something. [:	None	Yes	2	No	1	No	0
avlarios	Q: who do you think the next person you go to the beach with will be<br>A: Hah  i dunno. I'm not really a beach person.	who do you think the next person you go to the beach with will be	 Hah  i dunno. I'm not really a beach person.	None	No	0	No	0	No	0
avlarios	Q: Who was the best boss you&#039;ve ever had?<br>A: Chuck Norris	Who was the best boss you&#039;ve ever had?	 Chuck Norris	None	No	0	No	0	No	0
avlarios	Q: who<br>A: a girl  who's name i will not say.	who	 a girl  who's name i will not say.	None	No	0	No	0	No	0
avlarios	Q: Why are you in mexico bitch?<br>A: I'm not...I'm in Miami bitch! Just kidding...I'm visiting my dad  hopefully i'll see my mom.[:	Why are you in mexico bitch?	 I'm not...I'm in Miami bitch! Just kidding...I'm visiting my dad  hopefully i'll see my mom.[:	None	No	0	Yes	4	Yes	1
avlarios	Q: Why are you so gorgeous [; lol x<br>A: hahah  im nawt	Why are you so gorgeous [; lol x	 hahah  im nawt	raaaach	No	0	No	0	No	0
avlarios	Q: why do u think  you don&#039;t make a good boyfriend?<br>A: Can't keep them women happy. Theres no pleasing them!	why do u think  you don&#039;t make a good boyfriend?	 Can't keep them women happy. Theres no pleasing them!	None	No	0	No	0	No	0
avlarios	Q: why do you flirt so much if u have a hot babe.<br>A: i do flirt a lot but most of the time i do it just to make people feel awkward  but i would never overboard  and she's not hot  she's beautiful [:	why do you flirt so much if u have a hot babe.	 i do flirt a lot but most of the time i do it just to make people feel awkward  but i would never overboard  and she's not hot  she's beautiful [:	None	No	0	No	0	No	0
avlarios	Q: why do you have me in your backround?<br>A: Why NOT have you in the backround?	why do you have me in your backround?	 Why NOT have you in the backround?	hheyheather	No	0	No	0	No	0
avlarios	Q: why don&#039;t you like the heat ? D;<br>A: Cause then I can wear my chinchilla jacket all day errday.	why don&#039;t you like the heat ? D;	 Cause then I can wear my chinchilla jacket all day errday.	raaaach	No	0	No	0	No	0
avlarios	Q: why dont condoms fit in my pants  why oizza always have pepperoni why do you always have spit on you why do you rub balls sweaet shorts on me why is the sky blue why did mi madre viene al trabajo hoy?<br>A: 8======/==D~~~	why dont condoms fit in my pants  why oizza always have pepperoni why do you always have spit on you why do you rub balls sweaet shorts on me why is the sky blue why did mi madre viene al trabajo hoy?	 8======/==D~~~	jillianjillian	No	0	No	0	No	0
avlarios	Q: why dont you tell me you love me when you do me<br>A: why dont u last longer?	why dont you tell me you love me when you do me	 why dont u last longer?	pinchebilly	Yes	2	Yes	2	No	0
avlarios	Q: Why is everyone wearing blue<br>A: I have no idea  Tuna.	Why is everyone wearing blue	 I have no idea  Tuna.	3Mii1Y	No	0	No	0	No	0
avlarios	Q: why is ur butt so big?<br>A: it is? i had no idea! ur being sarcastic!	why is ur butt so big?	 it is? i had no idea! ur being sarcastic!	None	No	0	Yes	1	Yes	0
avlarios	Q: why not?<br>A: cuz im not cool ]:	why not?	 cuz im not cool ]:	None	No	0	No	0	No	0
avlarios	Q: why not?<br>A: wanna buy some candy?	why not?	 wanna buy some candy?	None	No	0	No	0	No	0
avlarios	Q: why should i be sad?<br>A: you shouldn't	why should i be sad?	 you shouldn't	None	No	0	No	0	No	0
avlarios	Q: why shouldn&#039;t i be sad? you don&#039;t like me. /;<br>A: you wanna watch a movie sometime?	why shouldn&#039;t i be sad? you don&#039;t like me. /;	 you wanna watch a movie sometime?	None	No	0	No	0	No	0
avlarios	Q: will you just tell me where she is from?<br>A: From San Marcos  California	will you just tell me where she is from?	 From San Marcos  California	None	No	0	No	0	No	0
avlarios	Q: With your what?<br>A: my crash cymbal	With your what?	 my crash cymbal	yarravii	No	0	No	2	No	0
avlarios	Q: worked at the weekend then went to a safari park with my sister for her birthday lol. french exam tomorrow :( xxx<br>A: hah sweet [: i went to seaworld yesterday [: how was the park?	worked at the weekend then went to a safari park with my sister for her birthday lol. french exam tomorrow :( xxx	 hah sweet [: i went to seaworld yesterday [: how was the park?	raaaach	No	0	No	0	No	0
avlarios	Q: Would you like to hang glide too? That&#039;s always been on my list.<br>A: Yeah sure  why not. [:	Would you like to hang glide too? That&#039;s always been on my list.	 Yeah sure  why not. [:	RachelleBales	No	0	No	0	No	0
avlarios	Q: Would you rather be really hot or really cold?<br>A: cold	Would you rather be really hot or really cold?	 cold	None	No	0	No	0	No	0
avlarios	Q: Would you rather be really hot or really cold?<br>A: really cold [:	Would you rather be really hot or really cold?	 really cold [:	None	No	0	No	0	No	0
avlarios	Q: Would you rather be skinny with an ugly face or fat with a pretty face?<br>A: hah  im already one of those!	Would you rather be skinny with an ugly face or fat with a pretty face?	 hah  im already one of those!	None	No	0	No	0	No	0
avlarios	Q: would you rather have a threesome with three monkeys or pop 2 extaxy pills and have sex with a horse<br>A: both  including you [;	would you rather have a threesome with three monkeys or pop 2 extaxy pills and have sex with a horse	 both  including you [;	None	No	0	No	0	No	0
avlarios	Q: Would you rather own a luxury yacht or a private jet?<br>A: luxury yacht	Would you rather own a luxury yacht or a private jet?	 luxury yacht	None	No	0	No	0	No	0
avlarios	Q: Would you rather vacation at the beach or in the mountains?<br>A: mountains	Would you rather vacation at the beach or in the mountains?	 mountains	None	No	0	No	0	No	0
avlarios	Q: wow<br>A: wut?	wow	 wut?	None	No	0	No	0	No	0
avlarios	Q: Wrong.<br>A: wat is it?	Wrong.	 wat is it?	yarravii	No	0	No	0	No	0
avlarios	Q: Wut.<br>A: Your face.	Wut.	 Your face.	3Mii1Y	No	0	No	0	No	0
avlarios	Q: XoxoAshleyxo and I are okay now though. No more threats so your back up will not be needed.<br>A: alright playa. Love and hot chix is what makes the world go round.	XoxoAshleyxo and I are okay now though. No more threats so your back up will not be needed.	 alright playa. Love and hot chix is what makes the world go round.	3Mii1Y	Yes	4	Yes	5	Yes	0
avlarios	Q: ya i started this year<br>A: Cool [: what grade are you in?	ya i started this year	 Cool [: what grade are you in?	None	No	0	No	0	Yes	0
avlarios	Q: Yeah  and thanks for having my back the next time someone tells me their going to kill me...honestly...no one in my life has ever told me that  until yesterday.... by XoXoAshleyXo<br>A: she wants me	Yeah  and thanks for having my back the next time someone tells me their going to kill me...honestly...no one in my life has ever told me that  until yesterday.... by XoXoAshleyXo	 she wants me	xzachxdragonx	Yes	6	No	0	Yes	10
avlarios	Q: Yeah  and thanks for having my back the next time someone tells me their going to kill me...honestly...no one in my life has ever told me that  until yesterday....<br>A: Thug Life homegirl	Yeah  and thanks for having my back the next time someone tells me their going to kill me...honestly...no one in my life has ever told me that  until yesterday....	 Thug Life homegirl	XoXoAshleyXo	No	0	Yes	10	No	0
avlarios	Q: Yeah I want ice cream<br>A: Sweet  where should we go?	Yeah I want ice cream	 Sweet  where should we go?	pinchebilly	No	0	No	0	No	0
avlarios	Q: Yeah next time she threatens to kill me  stand up for her?? =/<br>A: i got ur back too babygirl	Yeah next time she threatens to kill me  stand up for her?? =/	 i got ur back too babygirl	XoXoAshleyXo	Yes	1	No	0	No	0
avlarios	Q: yeah that story was stupid. sorry.<br>A: It's all good in the neighborhood.	yeah that story was stupid. sorry.	 It's all good in the neighborhood.	xzachxdragonx	No	0	No	0	No	0
avlarios	Q: YEAH! That makes me feel WAY better  hah.<br>A: yeee ni69az [:	YEAH! That makes me feel WAY better  hah.	 yeee ni69az [:	yarravii	No	0	No	0	No	0
avlarios	Q: yeah!<br>A: Alright  let me find someone who wants to fight	yeah!	 Alright  let me find someone who wants to fight	yarravii	No	0	Yes	3	Yes	5
avlarios	Q: yeah.r SUPER bad.<br>A: aww ]:	yeah.r SUPER bad.	 aww ]:	yarravii	No	0	No	0	No	0
avlarios	Q: yeee  119 questions to date  awesummm [:<br>A: fuck yew	yeee  119 questions to date  awesummm [:	 fuck yew	avlarios	No	0	Yes	6	Yes	1
avlarios	Q: yes funkin way<br>A: sell dat on ebaiz	yes funkin way	 sell dat on ebaiz	None	No	0	No	0	No	0
avlarios	Q: yes it does  but only if we go to white castle after and neil patrick harris gives back my car<br>A: K  and then we have secks with hot chicks.	yes it does  but only if we go to white castle after and neil patrick harris gives back my car	 K  and then we have secks with hot chicks.	RachelleBales	No	0	No	0	No	0
avlarios	Q: Yes! haha. So how was your day?<br>A: lame and boring :/ urs?	Yes! haha. So how was your day?	 lame and boring :/ urs?	RachelleBales	No	0	No	0	No	0
avlarios	Q: yes<br>A: i will never wash my bewbeez again	yes	 i will never wash my bewbeez again	DAKOTAHCHORE	No	0	No	0	No	0
avlarios	Q: You  Andrea  Gabe  me  fair?<br>A: i don't think i can go actually	You  Andrea  Gabe  me  fair?	 i don't think i can go actually	yarravii	No	0	No	0	No	0
avlarios	Q: You are pretty gorgeous<br>A: hahaha  do i sense some sarcasm?	You are pretty gorgeous	 hahaha  do i sense some sarcasm?	RachelleBales	No	0	No	0	No	0
avlarios	Q: you are such a cutie!!!!<br>A: haaaah  i wiiish	you are such a cutie!!!!	 haaaah  i wiiish	None	No	0	No	0	No	0
avlarios	Q: You are such a faggot for going to EDC god damn it. Almost as much of a bitch as Thad  but no where near Zach at least.<br>A: but i love you	You are such a faggot for going to EDC god damn it. Almost as much of a bitch as Thad  but no where near Zach at least.	 but i love you	DAKOTAHCHORE	Yes	7	Yes	4	Yes	8
avlarios	Q: YOU ARE.<br>A: Get back muhfucka  ya'dun know me like that!	YOU ARE.	 Get back muhfucka  ya'dun know me like that!	yarravii	No	0	Yes	4	Yes	3
avlarios	Q: You can find anyone.<br>A: nah  i don't want anyone. I did find a pretty cool girl though [:	You can find anyone.	 nah  i don't want anyone. I did find a pretty cool girl though [:	yarravii	No	0	No	0	No	0
avlarios	Q: you can poop on noobs<br>A: i just jizzed	you can poop on noobs	 i just jizzed	nathynwat	No	0	No	0	No	0
avlarios	Q: You don&#039;t have a big butt NI69AZ. They&#039;re lying to you!(:<br>A: damn sluttz	You don&#039;t have a big butt NI69AZ. They&#039;re lying to you!(:	 damn sluttz	None	No	0	Yes	7	Yes	1
avlarios	Q: you dont have the capability to love<br>A: i have the capability to make love	you dont have the capability to love	 i have the capability to make love	yarravii	No	0	No	0	No	0
avlarios	Q: you dont have to buy me gifts<br>A: wanna go out?	you dont have to buy me gifts	 wanna go out?	xzachxdragonx	No	0	No	0	No	0
avlarios	Q: you dont like tuna?<br>A: Only when it doesn't smell like tuna.	you dont like tuna?	 Only when it doesn't smell like tuna.	xzachxdragonx	No	0	No	0	No	0
avlarios	Q: You gave me my best asset. Haha but i&#039;m pretty sure you have no butt daddy.<br>A: Exactly  I gave it all to you. I felt you would be able to put it to better use.	You gave me my best asset. Haha but i&#039;m pretty sure you have no butt daddy.	 Exactly  I gave it all to you. I felt you would be able to put it to better use.	hheyheather	No	0	No	0		1
avlarios	Q: you give me butterflies!r :)r hahha hate you foolio.<br>A: <3	you give me butterflies!r :)r hahha hate you foolio.	 <3	yarravii	Yes	9	No	0	No	0
avlarios	Q: YOU GOT A ROSE BUT A DIFFERENT VICTOR GOT IT<br>A: ohhh  wait  the rose was for me?	YOU GOT A ROSE BUT A DIFFERENT VICTOR GOT IT	 ohhh  wait  the rose was for me?	jillianjillian	No	0	No	0	No	0
avlarios	Q: you got a sex life with me<br>A: now the whole world knows  good job billy	you got a sex life with me	 now the whole world knows  good job billy	pinchebilly	No	0	No	0	No	0
avlarios	Q: you know dakotah?<br>A: da funk is that?	you know dakotah?	 da funk is that?	yarravii		2	No	0	No	0
avlarios	Q: you know dakotah?<br>A: hah  haven't actually had a face to face conversation with him  but from what I know so far  he's pretty kewel	you know dakotah?	 hah  haven't actually had a face to face conversation with him  but from what I know so far  he's pretty kewel	None	No	0	No	0	No	0
avlarios	Q: you love me[;<br>A: who dis be?	you love me[;	 who dis be?	None	No	0	No	0	No	0
avlarios	Q: you need a formspring dude..<br>A: I need a fother muckin facebook	you need a formspring dude..	 I need a fother muckin facebook	xzachxdragonx	Yes	3	No	0	No	0
avlarios	Q: You only like baby girls you pedophile<br>A: you're one of my baby girls [;	You only like baby girls you pedophile	 you're one of my baby girls [;	DAKOTAHCHORE	No	0	Yes	2	Yes	5
avlarios	Q: You suck dick.<br>A: You suck face.	You suck dick.	 You suck face.	yarravii	Yes	8	Yes	3	Yes	3
avlarios	Q: You suck V4G<br>A: aww thanks [:	You suck V4G	 aww thanks [:	yarravii	Yes	3	No	0	Yes	2
avlarios	Q: you think i&#039;m kidding  but i&#039;m not.r hah<br>A: i don't think you're kidding	you think i&#039;m kidding  but i&#039;m not.r hah	 i don't think you're kidding	None	No	0	No	0	Yes	1
avlarios	Q: you&#039;ll get kivette for gov shes really cool runs a 6 minute mile so shes good in bed<br>A: think she'll be up for a threesome?	you&#039;ll get kivette for gov shes really cool runs a 6 minute mile so shes good in bed	 think she'll be up for a threesome?	jillianjillian	No	0	No	0	Yes	6
avlarios	Q: you&#039;re a babbyy!<br>A: you wanna throw down ese?	you&#039;re a babbyy!	 you wanna throw down ese?	yarravii	Yes	5	No	0	Yes	5
avlarios	Q: you&#039;re a fuckin badass d00d.<br>A: hey thanks [:	you&#039;re a fuckin badass d00d.	 hey thanks [:	yarravii	No	1	No	0	No	0
avlarios	Q: you&#039;re dirty.<br>A: only on tuesdayz p:	you&#039;re dirty.	 only on tuesdayz p:	yarravii	No	0	Yes	2	No	0
avlarios	Q: You&#039;re funny  in the most creepiest way.<br>A: aww thanks babygirl	You&#039;re funny  in the most creepiest way.	 aww thanks babygirl	None	No	0	No	0	No	0
avlarios	Q: you&#039;re not on your way.<br>A: How'd you know?!	you&#039;re not on your way.	 How'd you know?!	None	No	0	No	0	No	0
avlarios	Q: YOU&#039;RE RETARDED NEVER MIND.<br>A: k.	YOU&#039;RE RETARDED NEVER MIND.	 k.	3Mii1Y	Yes	7	Yes	2	Yes	3
avlarios	Q: You&#039;re so gay.<br>A: Da funk is your problem homie?	You&#039;re so gay.	 Da funk is your problem homie?	yarravii	Yes	10	Yes	9	Yes	8
avlarios	Q: You&#039;re supposed to back me up when I threaten to kill someone.<br>A: oh crap my bad nigga i got chu next time homegurl	You&#039;re supposed to back me up when I threaten to kill someone.	 oh crap my bad nigga i got chu next time homegurl	3Mii1Y	Yes	10	No	0	No	0
avlarios	Q: your a virgin<br>A: yezzir	your a virgin	 yezzir	None	No	0	No	0	No	0
avlarios	Q: your background makes me ?<br>A: i fixed it [:	your background makes me ?	 i fixed it [:	nicolercoaster	No	0	No	0	No	0
avlarios	Q: your picture is damn sexy<br>A: Hey  thanks bro.	your picture is damn sexy	 Hey  thanks bro.	jillianjillian	Yes	2	No	0	No	0
avlarios	Q: Your picture looks shopped...<br>A: I told your monitor to punch you in the face like.	Your picture looks shopped...	 I told your monitor to punch you in the face like.	pinchebilly	Yes	2	Yes	10	Yes	3
avlarios	Q: your welcome. how old are you?<br>A: 17 turning 18 in august [: how bout u?	your welcome. how old are you?	 17 turning 18 in august [: how bout u?	None	No	0	No	0	No	0
avlarios	Q: Youre definetally not my daddy. But I think physically it is possible so I&#039;m actually questioning it now.<br>A: hows your sister doing?	Youre definetally not my daddy. But I think physically it is possible so I&#039;m actually questioning it now.	 hows your sister doing?	hheyheather	No	0	No	0	No	1
avlarios	Q: youre funny i like being around you<br>A: hah  thanks [:  i must like being around you too  whoever u arez [:	youre funny i like being around you	 hah  thanks [:  i must like being around you too  whoever u arez [:	None	No	0	No	0	No	0
avlarios	Q: youre swearin homie<br>A: 8======D~~~O:	youre swearin homie	 8======D~~~O:	jillianjillian	No	0	No	0	No	0
avlarios	Q: yu always tell me how much you loves meh<br>A: hmmm... i haz no idea who dis be	yu always tell me how much you loves meh	 hmmm... i haz no idea who dis be	None	No	0	No	0	No	0
avlarios	Q: yupp :) need to study physics and modern though so not that lucky :) doing much this weekend ?:)xxx<br>A: uhhm  i got band practice  don't really know what else is up though. you?	yupp :) need to study physics and modern though so not that lucky :) doing much this weekend ?:)xxx	 uhhm  i got band practice  don't really know what else is up though. you?	raaaach	No	0	No	0	No	0
avlarios	Q: yuss it&#039;s the weekend :)  doing much ?xxx<br>A: hmm...i don't really know yet. what about you?	yuss it&#039;s the weekend :)  doing much ?xxx	 hmm...i don't really know yet. what about you?	raaaach	No	0	No	0	No	0
cag23	Q: whats the most surprising thing thats happened to you<br>A: receiving a friend request from my dad on facebook :O lol	whats the most surprising thing thats happened to you<br>	 receiving a friend request from my dad on facebook :O lol	None	No	0	No	0	No	0
danitbretter	Q: danit paulina bretter i love you <3<br>A: <3333333333	danit paulina bretter i love you <3<br>	 <3333333333	None	No	0	No	0	No	0
eatthebaby	Q: <:<br>A: O:! HAI!	<:	 O:! HAI!	None	No	0	No	0	No	0
eatthebaby	Q: <33<br>A: ^_^	<33	 ^_^	None	No	0	No	0	No	0
eatthebaby	Q: <333<br>A: :3	<333	 :3	Jakil	No	0	No	0	No	0
eatthebaby	Q: ) :<br>A: I'm calling you in a minute. :o	) :	 I'm calling you in a minute. :o	Timsomething	No	0	No	0	No	0
eatthebaby	Q: About Killer Mockingbirds!!! wtf!<br>A: LMFAO. xD	About Killer Mockingbirds!!! wtf!	 LMFAO. xD	None	No	0	No	0	No	0
eatthebaby	Q: Alot of people like you..<br>A: I don't mean to be cocky  but I know.. /:	Alot of people like you..	 I don't mean to be cocky  but I know.. /:	kuriocity	No	0	No	0	No	0
eatthebaby	Q: Alright cody i know it&#039;s you.<br>A: >_>	Alright cody i know it&#039;s you.	 >_>	Jakil	No	0	No	0	No	0
eatthebaby	Q: am i gay<br>A: I think so  hun.	am i gay	 I think so  hun.	None	Yes	3	No	0	No	0
eatthebaby	Q: amazing stuff<br>A: O:!! <3	amazing stuff	 O:!! <3	None	No	0	No	1	No	0
eatthebaby	Q: And you are no virgin!!! LIES LIES!<br>A: YES I AM. Wtf.	And you are no virgin!!! LIES LIES!	 YES I AM. Wtf.	None	Yes	2	Yes	3		3
eatthebaby	Q: any boy interests?<br>A: Well  I did..but it's kind of useless now..	any boy interests?	 Well  I did..but it's kind of useless now..	None	No	0	No	0	No	0
eatthebaby	Q: are you a virgin?<br>A: Do you think I am?	are you a virgin?	 Do you think I am?	None	Yes	1	No	0	Yes	4
eatthebaby	Q: are you an average homeboy?<br>A: Only always. [;	are you an average homeboy?	 Only always. [;	None	No	0	No	0	No	0
eatthebaby	Q: Are you gay?<br>A: You wish.	Are you gay?	 You wish.	None	Yes	4	No	0	No	0
eatthebaby	Q: ashelyy  youre adorable! :):)<br>A: Nawhhh ;D	ashelyy  youre adorable! :):)	 Nawhhh ;D	xPUREHATE	No	0	No	0	No	0
eatthebaby	Q: ASHHH.<3<br>A: WHO'S YOU?!:3	ASHHH.<3	 WHO'S YOU?!:3	None	No	0	No	0	No	0
eatthebaby	Q: ashley  cant we both be gorgeous?<br>A: Let's be gorgeous together. (:	ashley  cant we both be gorgeous?	 Let's be gorgeous together. (:	None	No	0	No	0	No	0
eatthebaby	Q: Ashley bby. I miss youuu. Mmhkayy? :)<br>A: I miss you moarrr  bbyface. ];	Ashley bby. I miss youuu. Mmhkayy? :)	 I miss you moarrr  bbyface. ];	spenserlove	No	0	No	0	No	0
eatthebaby	Q: Ashley is incredible.r &amp;everybody needs a banah nah nah ?r (had to make it a question) ;]<br>A: Roxi is incredible. OHH YEH ;D	Ashley is incredible.r &amp;everybody needs a banah nah nah ?r (had to make it a question) ;]	 Roxi is incredible. OHH YEH ;D	DamnRoxi	No	0	No	0	No	0
eatthebaby	Q: ashley is mexican<br>A: Sho nuff. :3	ashley is mexican	 Sho nuff. :3	Brickhouse94	No	0	No	0	Yes	4
eatthebaby	Q: ASHLEY your amazing from  Gabe :)<br>A: Awh :3 Thankies :D	ASHLEY your amazing from  Gabe :)	 Awh :3 Thankies :D	None	No	0	No	0	No	0
eatthebaby	Q: ASHLEYBBY. Why are you so fantastic? ^.^<br>A: I'm nottt. But  you're pretty fantastic  love. ^_^	ASHLEYBBY. Why are you so fantastic? ^.^	 I'm nottt. But  you're pretty fantastic  love. ^_^	spenserlove	Yes	0	No	0	No	0
eatthebaby	Q: ashleys a nice girl  dont mess with her ya weirdos<br>A: Thankies  love. ^_^	ashleys a nice girl  dont mess with her ya weirdos	 Thankies  love. ^_^	xPUREHATE	Yes	1	Yes	2	No	0
eatthebaby	Q: Ask me about mah weiner!!!!<br>A: >_>..	Ask me about mah weiner!!!!	 >_>..	None	No	0	No	0	Yes	4
eatthebaby	Q: awww come on tell us! im sure we all wanna know<br>A: I'm sure you do.	awww come on tell us! im sure we all wanna know	 I'm sure you do.	None	No	0	No	0	No	0
eatthebaby	Q: awwwwww i miss you too !!<br>A: :DD <33	awwwwww i miss you too !!	 :DD <33	AutumnXP	No	0	No	0	No	0
eatthebaby	Q: AY YO GIRL! who&#039;s your 8th favorite person in the world?<br>A: Person who's gunna be in eighth grade THIS year? o: NACXIT<3	AY YO GIRL! who&#039;s your 8th favorite person in the world?	 Person who's gunna be in eighth grade THIS year? o: NACXIT<3	None	No	0	No	0		0
eatthebaby	Q: bend over girl  and lemme give it to you;)<br>A: LOL.	bend over girl  and lemme give it to you;)	 LOL.	None	No	0	No	0	No	0
eatthebaby	Q: but ashley! its Robert. and you know i have cravings to eat our childrenD:<br>A: But Robert! I think you can eat someone else's children.	but ashley! its Robert. and you know i have cravings to eat our childrenD:	 But Robert! I think you can eat someone else's children.	None	Yes	2	No	0	No	0
eatthebaby	Q: c<br>A: Yeahh. It was you (x	c	 Yeahh. It was you (x	None	No	0	No	0	No	0
eatthebaby	Q: can i eat our baby?<br>A: Uh  no. You may not.	can i eat our baby?	 Uh  no. You may not.	None	Yes	8	No	0	No	0
eatthebaby	Q: can i eat your face ?<br>A: Yes.<33	can i eat your face ?	 Yes.<33	DamnRoxi	No	0	No	0	No	0
eatthebaby	Q: cant ppl understand that what happened to u and gabe is yalls buisness?<br>A: Apparently not? They're annoying me like hell.	cant ppl understand that what happened to u and gabe is yalls buisness?	 Apparently not? They're annoying me like hell.	None	No	0	No	0	No	0
eatthebaby	Q: colton wants his blowjob<br>A: Ahahahahahaha. I'm sure :D	colton wants his blowjob	 Ahahahahahaha. I'm sure :D	None	Yes	5	No	0	Yes	4
eatthebaby	Q: date me. you&#039;re hot shit<br>A: LOL. Who's thisss?	date me. you&#039;re hot shit	 LOL. Who's thisss?	None	No	0	No	0	No	0
eatthebaby	Q: did u play gabe?<br>A: Wow. I'm not even answering this with a legit response. Mind your own business  thanks.	did u play gabe?	 Wow. I'm not even answering this with a legit response. Mind your own business  thanks.	None	Yes	3	Yes	1		1
eatthebaby	Q: do u like sex<br>A: Uh  I'm a virgin. o:	do u like sex	 Uh  I'm a virgin. o:	None	Yes	6	No	0	Yes	3
eatthebaby	Q: Do you know what the theory of the multiverse is? Its the theory that for every decision that you make a new world is made to reflect that action. I hope that is true because that means that there is a world where you and I are together.<br>A: Awwh. c: Who said this?	Do you know what the theory of the multiverse is? Its the theory that for every decision that you make a new world is made to reflect that action. I hope that is true because that means that there is a world where you and I are together.	 Awwh. c: Who said this?	None	No	0	No	0	No	0
eatthebaby	Q: do you like jabari?<br>A: But of course. (:	do you like jabari?	 But of course. (:	None	No	0	No	0	No	0
eatthebaby	Q: do you like pussy?<br>A: >_>	do you like pussy?	 >_>	None	Yes	2	Yes	0	Yes	10
eatthebaby	Q: Do you randomly get raped during math class? lol<br>A: Yes! Yes I freaking do D:	Do you randomly get raped during math class? lol	 Yes! Yes I freaking do D:	None	No	0	Yes	2	Yes	3
eatthebaby	Q: do you really love me? u know the guy u see in lunch ;)<br>A: If you're Davis  then yes  I love you very much. <3	do you really love me? u know the guy u see in lunch ;)	 If you're Davis  then yes  I love you very much. <3	None	No	0	No	0	No	0
eatthebaby	Q: Do you think lesbians are gross?<br>A: Not at all.	Do you think lesbians are gross?	 Not at all.	None	No	0	No	0	No	0
eatthebaby	Q: Does Armpit Sex turn you on?<br>A: >_> No.	Does Armpit Sex turn you on?	 >_> No.	None	Yes	2	No	0	No	0
eatthebaby	Q: even though this isn&#039;t a question  haleigh thinks ashley is freaking amazing (: haha.<br>A: I loooove you  Haleighface.r ;D	even though this isn&#039;t a question  haleigh thinks ashley is freaking amazing (: haha.	 I loooove you  Haleighface.r ;D	haleighbabyyy	No	0	No	0	No	0
eatthebaby	Q: fine fineee ... just asking  misty  geeees<br>A: LOL. xD	fine fineee ... just asking  misty  geeees	 LOL. xD	Timsomething	No	0	No	0	No	0
eatthebaby	Q: fuck a nigger?<br>A: WOAHMAN. NOT COOL.	fuck a nigger?	 WOAHMAN. NOT COOL.	None	No	0	Yes	2	Yes	7
eatthebaby	Q: Get on yo knees for meh? :3<br>A: NEVAH.	Get on yo knees for meh? :3	 NEVAH.	None	Yes	4	Yes	6	No	0
