label,full_text
Offensive,Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson
Offensive,Lol my brother a fag Mann
Offensive,Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here
Offensive,Lol my porn name is master licker wtf y I gotta have dat bitch ass name
Offensive,Lol niccas remember the ginyu force &#128514;
Offensive,Lol niggas out here saving hoes &#128514;&#128514;
Offensive,Lol niggas still be talking about me threw bitches smh
Offensive,Lol petty ass RT @BreadTruckkBri: Lmmfaooooo @drake a hoe &#128514;&#128514;&#128514; http://t.co/mStsEEeT4R
Offensive,Lol shawty at sheets gave me her number haha I throw tht shit in trash outside
Offensive,Lol stop fuckin wit dem birds. RT @Drako_713 Fuck y'all hoes all y'all do is lie
Offensive,Lol that's some hoe shit
Offensive,Lol they tricking niccas left n right
Offensive,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one"
Offensive,Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf
Offensive,Lol u mad motherfuckin hoe
Offensive,Lol when a nigga say he miss u say don't miss me miss ya bitch lmao
Offensive,Lol you're a cunt liar and I hope you drop dead k :-)
Offensive,Lol!! &#8220;@ItzSweetz_Bitch: Ooop! QT @TiFFANY_P0RSCHE: You little twats.&#8221;
Offensive,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
Offensive,"Lol, what I look like waiting on another nigga bitch.&#128514;&#128514;&#128514;"
Offensive,Lol. Nice crutch hoe.
Non-offensive,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm
Offensive,Lololol joey lattimes phone just called him retarded
Offensive,Lolololol not to be a hoe but that was a nyyce one
Offensive,Long hair = pussy any time you want it
Offensive,Long neck ass bitch lmbo
Non-offensive,Long yellow.
Offensive,Longway bitch
Offensive,"Look A Y'all Makeup bitches , Lookin like a ghost when ya wake up bitches"
Offensive,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.
Offensive,Look at that THOT... pussy popping for usher.
Offensive,"Look at them hoes, man fuck them hoes niggah lets get smoked"
Offensive,Look at this bad bitch @rachel_dority http://t.co/jnnqWISao5
Offensive,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
Offensive,Look at this fucking kaffirs hairdo. Only a nigger http://t.co/lmWqJ1EtOa
Offensive,"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile"""
Offensive,Look at this pussy @YatchakHannah http://t.co/cPyO5YP005
Offensive,Look at y'all bitches only Hmu when ya wifi on bitches
Offensive,Look at you lying ass bitches couldn't finish school stripping on ya mind ass bitches
Offensive,Look at you.. Now look at us.. All my niggas look pussy as fuck
Offensive,Look bitch .. Go and suck a dick I'm a real street nicca I ain't wit Dat sucka shit!!
Offensive,Look rich act poor and never trip over a bitch that ain't yours &#128175;
Offensive,"Look. Call me chubby. Call me a dumb stoner. Say I'm an asshole. Whatever. But we alllll know I can rap bitch, shut the hell up hahaha."
Offensive,Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90's movie
Offensive,Lookin at my bitch i bet she give yo ass a bone
Offensive,Lookin at u hoes #federalboobieinspector http://t.co/wxLgV8xKDX
Offensive,Lookin for your bitch she probably with me ?
Offensive,Lookin like a total swag fag ayeeee
Non-offensive,Looking back I liked colored better. Let's go back to that
Non-offensive,Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.
Offensive,Looking like a nappy headed hoe but reppin that Patrick Ewing crew neck tho http://t.co/6Z7SnF26Xh
Non-offensive,Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.
Non-offensive,Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM
Non-offensive,Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB
Offensive,Looks like the next douche bag #teabagger to be crowned governor is some ghoul named Ducey (rhymes with douchy) #azgov #azvotes #Tcot #gop
Offensive,Lord RT @Bbbnnnnnnas: @cocainemodel just shut up you pathetic ass bitch you're so worthless
Offensive,Lord please get me out of this ghetto ass hospital &#128514;&#128514;
Offensive,Los bitch taught me the true meaning of gravity when her panties kissed her ankles!
Offensive,Los bitch told me if my name start with a D i could fuck...A B C SHE GOT THE D
Offensive,Los pussy ass lost by 3 points!! &#128514;&#128514;&#128514; I WINNNNNNNNN
Offensive,"Lot of my peeps playing 2nite, G playing against the heat, my nig Louie playing against Rutgers, and my girl tif playing in the WNBA finals"
Offensive,Lou is such a lil bitch
Offensive,Love a bitch fight
Offensive,Love fat hoes n tight clothes n granny panties seeeexxaaaay.
Offensive,Love getting nudes from my bitches &#128520;&#128520;&#128520;&#128520;&#128520;&#128520;&#128520;
Offensive,"Love having subs cause when my
Mom starts being a fucking bitch I just crank up the system. Simple solutions"
Non-offensive,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell
Offensive,Love my bitches @CheralynVB @mckinley719 @LaurieMcKinley
Offensive,"Love when the bitches take selfies with their tongue out, just gearin up for that money shot"
Offensive,"Love you more, than those bitches before. Say you'll remember, baby, say you'll remember. I will love you until the end of time. &#9203;&#128149;"
Offensive,Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;
Offensive,"Lovin hoes but thats same bitch we put the pipe in. She suckin dick, thats the same bitch you give goodnight kiss"
Offensive,Low info people are pissed!! Oh no!! Dumb fucks. Race baiting bitches
Offensive,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol
Offensive,Lowkey you're still my bitch &#128527;
Offensive,Loyal pussy forever bein better than the bitch thats been passed around.
Offensive,Lucky bitch still in Ecuador&#128530;
Offensive,"Luda said that his bitch bad, well mine looks better in any weather lol"
Offensive,Luke Bryan is such a faggot tool
Offensive,Lying bitch http://t.co/TCjHTFxBhc
Offensive,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War"
Offensive,ME TOO!!! RT @FreeBandVersace @Miller_Hi_Life i'm finna look for tht hoe...but shiiiid...i know sumptin bout a (cont) http://tl.gd/b245js
Non-offensive,"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?"
Offensive,"MURDER HER RT @RepMyCityX: When u fuck with crazy bitches shit like this happens :(
Feel bad for ol boy http://t.co/IjacWo6OB8"
Offensive,MY CHEST&#8230; RT @LILBTHEBASEDGOD: ima make a song called perez hilton and its gonabe about a gay party boy who&#8217;s a fat slut with no bitches.
Offensive,MY. NIGGA!! RT @Lito_TheGawd: Feel good to not have no hoes. Yall can't even throw that charge my way no more.
Offensive,"Ma bottom bitch cotton pick if I tell her too , she give me money all yo hoe give you is attitude"
Offensive,"Macc &amp; Cheese 
Maccin these bitches &amp; Makin my Cheese&#128514;&#128557;&#128514;"
Non-offensive,"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials"
Non-offensive,"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too."
Offensive,Mad that it's a pussy gym and full of fuck people
Offensive,Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.
Offensive,Made one of my all time favorites look like a bitch on the grandest stage of em all
Non-offensive,Madea and this old hillbilly are hilarious together.
Non-offensive,Magellan? You suck at trash talk. @physguy2 @submix8c
Offensive,Magic 8 ball are these hoes loyal? http://t.co/G77bWIaX7f
Non-offensive,Majority of it is trash anyway.
Offensive,Majority of the hoes on this gram instafrontin http://t.co/3Nn47QAS
Non-offensive,"Majority of the time, a woman's story is trash anyway..."
Offensive,Make my burger bitch &#128514;&#128514; http://t.co/StVEpVMzZz
Offensive,"Make sure that pussy clean 
Cuz ima eat until you scream"
Offensive,Make up artists = cover up for selling pussy or second gig for bartenders or students
Offensive,Make your first impression with me the best or like Nino Brown ima cancel that bitch
Offensive,Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;
Offensive,Makeup be saving alot of these bitches from being single
Offensive,Makeup save you hoes
Non-offensive,Making brownies
Non-offensive,Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA
Offensive,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
Offensive,Man I can't stop looking at this hoe twerking on my Facebook
Offensive,Man I do have hoes and they are all in the same location &#128589;
Offensive,Man I hope she don't think I think she a hoe. @lezgnik
Offensive,Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here
Offensive,Man I rather see the morning selfies of bitches who dont change they look with the case of the Mondays then see the jay/bey poster. Ijs.
Offensive,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...
Offensive,"Man I thought that heifer was yo old bitch, when you first went to the feds I was that nigga she would smoke with."
Offensive,Man I wish this bitch would just STFU!!!
Offensive,Man I'm tired of dealing with these hoes but my dick not
Offensive,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
Offensive,Man I'm tryna give Chief Keef's mixtape a chance but this shit trash
Non-offensive,Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR
Offensive,Man bitches love Beyonce....no punch line
Offensive,Man dude next to me got 2 of the worst looking hoes I ever seen but hey it is 2
Offensive,"Man fuck these bitch ass niggas, how y'all doin?"
Offensive,Man heartburn is a bitch
Offensive,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin"
Offensive,"Man if that bitch dont call me back for the job cuhh, uma be snapping."
Non-offensive,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow
Non-offensive,Man in zebra print dress robs bank http://t.co/3xaPAYzbge
Offensive,Man it's some bad built bitches in San Antonio.....&amp; if u can't wear a thong on the beach yo ass bet not retweet this
Offensive,Man my bitch is beautiful Helen of Troy.
Offensive,Man stop acting like faggots and go for the WIN! @Kaepernick7
Non-offensive,Man talk to em RT @StraightCash08: Of course nothing is wrong with applebee&#8217;s if you like trash food.
Offensive,Man that bad bitches/broke niggaz tweet was a trap.I feed bullshit negativity and niggaz line up for a plate.
Offensive,Man that nigga Courage always bein a bitch. HIT DAT SHIT LIL NIGGA http://t.co/k3cb7YVVGY
Offensive,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass
Offensive,Man there's a lot of fat bitches here
Offensive,"Man these bitches are so boring yo. Where the outgoing, fun, wild bitches at"
Offensive,"Man these hoes so familiar, one minute on the team next minute they ain't witcha"
Offensive,Man this bitch smells like cheap lip stick
Offensive,Man who da fuck let this hoe in the background looking like a got damn Zebra #BETAwards
Offensive,Man why do these hoes even bother wearing clothes when they're going out like that.
Offensive,Man why the ugliest bitches talk the most.
Offensive,"Man, I got fucked within an inch of my life this evening, I'm so unbothered by that bitch &#128553;&#128514;&#128514; #carryon"
Offensive,"Man, I'm wish big booty bytches would use some other nickname other than Judy... Shy is so typical and old.."
Offensive,"Man, aunt petunia is a royal bitch."
Non-offensive,"Man, that is a serious shiner Chara's sporting. Yowza."
Offensive,Mane if dis nicca call me 1 mo time n say he Finna pull up but dnt pull up
Offensive,Mane wtf I wake up look at da window it's showin like a mf outside...Good thing a nicca went to Walmart yesterday Good Aone snacks
Non-offensive,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -
Offensive,Mann that pussy #ThrowBack
Offensive,Mann.. Jada Pickett was a badddddd bitch #Lawd
Non-offensive,Mannnn tonight feels like trash.
Offensive,Mannnnnn these hoes aint loyal
Non-offensive,Manual labor so trash
Non-offensive,Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot
Offensive,Maple Room bitch SACTO STYLE
Offensive,Marca got so many hoes she confused on what to do
Offensive,Marcus Colston so damn trash.
Non-offensive,Marcus Smart belongs on the Celtics. Both trash. It was destiny.
Offensive,Marcus is in this hoe schleeeeeeeeeeppppppp
Offensive,Marijuana turn good pussy great..
Offensive,"Marijuana, hydro, pussy hoe, ass titties"
Offensive,Marilyn Monroe set the standard for what hoes can achieve in society
Non-offensive,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees"
Offensive,Married a skinny bitch but trickin wit a thick bitch.. She got sum big hips I call that boa a hypocrite
Offensive,"Mary Jane is a dumb bitch
Peter has a job saving the city as Spiderman and she's bitching about how he hasn't came to her play"
Non-offensive,"Mata'i ngeli, alu o polosi ho nifo.."
Offensive,Math is forever confusing to me #retard
Offensive,Matt cancer free gotta hoes throw him some booty before his bedtime
Offensive,Matt got the shades on tryin to scope a bitch http://t.co/Ywaq3Hg0WF
Offensive,"Maury is funny sometimes, but the ratchet hoes on there need to get knocked the fuck out!"
Non-offensive,"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u&#8230; http://t.co/h6e278e85s"
Non-offensive,"Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot"
Non-offensive,Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk
Offensive,Maybe I don't text you first because you read my messages and don't respond. &#128529;&#128529;&#128529; k bitch. @NCPostGrad
Offensive,Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar. On the bright side Texas has hott bitches
Offensive,"Maybe I'll love you one day, maybe we'll someday grow. Till then just sit your drunk ass on that runway hoe."
Offensive,Maybe I'm just some bitter ass nigguh like Obito
Offensive,"Maybe I'm the one, maybe I'm the two, maybe I'm the nigguh that you call when you're through."
Offensive,Maybe if you weren't such a conceited bitch more people would like you.
Offensive,Maybe next time i day drink ill balance it out with my bitch mary jane cause #ItsLevelsTooThisShit
Offensive,"Maybe reluctantly, but they've done it. What does this mean for a discrimination law in the state? Culturally for queer people in the state?"
Offensive,Maybe you should eat makeup so you can be pretty on the inside also bitch.
Offensive,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather
Non-offensive,"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees"
Non-offensive,McDonald's is hella trash to me now
Offensive,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.
Offensive,Me &amp; Elizabeth are down bitches.
Offensive,Me &amp; Lew differ on philosophy I say smack that bitch bet she watch her mouf
Non-offensive,Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC
Offensive,Me &amp; my next bitch gone turn up on the fashion side. &amp; we ain't wearing nun of that designer shit. That shit basic af
Offensive,Me and Bryan still out this bitch
Offensive,Me and da @iamcolinquinn gonna do a reboot of da Jeffersons. Only dis time he gonna be Weezy and we married pre op trannies
Offensive,Me and my big ol titty bitch @saverearose http://t.co/hGmdurJFYT
Offensive,Me and my bitch http://t.co/AsYjv2K4Tt
Offensive,Me and my bitch song #IfIHadMe1 http://t.co/Qlt02eLfAf
Offensive,Me and my homie @hou_hefner ROCKIN that bitch all night #MeetUsHere NOW&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039; http://t.co/06olvik6lD
Offensive,"Me and my nig @yungNAUGHTI be running shit in Miami on the court, we only lost one game in 3 days"
Offensive,Me and my nigguh stay doin it
Non-offensive,Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc
Offensive,Me calling bout a nigga &#128564; shit for the birds. &amp; then a nigga that ain't fucking me &#128514; I do not fucking care
Non-offensive,Me gusta pollo so espa&#241;ol that. Lol. &#127831;
Offensive,Me n niccas ya type Neva exchange #'s .. Wanna talk down n still gain from us!
Offensive,"Me to @sarayeagley ""Caffenate me, bitch"" because I don't know how to use Dave's coffee maker #struggles #CLEadventures"
Offensive,"Me when folks try to come for me. &#128514; Ok hoe, cool! http://t.co/QduFiVVwHa"
Offensive,Me. RT @OfficialCNote: coolin with all my hoes http://t.co/vCME41IsMg
Offensive,"Me: ""Mom, honestly, thank you for making me a bad bitch."" 
Mom: ""You've gotta stop."""
Non-offensive,"Me: downloads flappy bird*
Sierra: ""welp there goes school"""
Offensive,Me: put a twist tie on the bags of ice or you'll get it all over your car Kiersten: NAHH bitch it'll be all cool.... http://t.co/158FCOn7SD
Non-offensive,Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC
Offensive,Meek do some nut shit one time he a bitch I guess y'all forgot all the hoe shit Wale did on twitter oh ok &#9749;&#65039;&#128056;
Offensive,Meek mill said get yo game up before you lose yo bitch damn lol
Non-offensive,"Meet India&#8217;s amazing, death-defying monkey king &#8594; http://t.co/dGcmLFSIrh http://t.co/VYw3FsWwdv"
Offensive,Megatron must've fucked Stafford bitch or something.. He will not throw my mans the ball.
Offensive,Mei Haruka is tied up and takes three cocks in her pussy and&#160;mouth http://t.co/jNcMCZEFSs
Offensive,Melo should've got the bitch for the east
Offensive,"Member when bitches put ""le"" in front of everything. You not foreign mf &#128514;"
Offensive,Members of non-traditional religions are all sub-human trash.
Non-offensive,Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn
Non-offensive,Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn
Offensive,Merry Christmas bitches &#128536;&#127876;&#9924;&#65039;&#127877; http://t.co/XRkLONwzGN
Offensive,Merry Christmas to all y'all bitches and hoes
Offensive,"Messi is thinking , ""Ronaldo is such a bitch, couldn't even make it out his group"" ahaaaaa"
Offensive,"Messy ass hoes , ain't your fucking friend !"
Offensive,"Messy asss bitches , I would blast yall dumb bitches but i'm not even gon stoop to yalls level"
Offensive,"Met a bad bitch from Chicago. My hat wasn't cocked, yo."
Offensive,Met a foreign bitch at Wesley . &#128064;&#128064; she better call me
Non-offensive,Met a woman who was trying to feed a crow a Brazil nut
Offensive,"Met this bitch online. Call her my ""e-bae"""
Offensive,Mfs don't care about tha kid except a few of my niggas &amp; my bitch
Offensive,"Mfs see a picture of a couple walking on the stairs together &amp; caption it ""Goals&#128525;&#128588;"", bitch all they doing is going down the stairs"
Non-offensive,Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...
Offensive,MiMi was so worried bout Stevie J marriage that bitch ain't even realize she made a sex tape with a married man
Offensive,"MiNo's &#8220;@daboss_s: &#8220;@willyroast2: Caption this==&gt; http://t.co/qr3OegnJLi""&#8221; Nah bitch...we're gonna keep our virginities&#8221;"
Offensive,Miami bitches
Non-offensive,Miami's run defense is Alex Smith trash.
Offensive,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals."
Offensive,Michigan is a big state. The hoes on Twitter and Instagram make just it smaller.
Offensive,Middle Eastern and Indonesian women are beautiful. Never seen a ugly bitch in a Bollywood film ever
Offensive,Might buy your bitch a bag this weekend idk
Offensive,Miley Cyrus got the hardest song in the club &#128514;&#128514;&#128514;&#128514; j's ain't on my feet tho these hoes love these boots &#9996;&#65039;&#9996;&#65039;&#9996;&#65039;
Offensive,Miley Cyrus just wants to hump things and smoke weed with her retarded ass.
Offensive,"Miley Cyrus went from a a singer who had her t.v show to a stripper who can't rap,she need a big ass and tiddy and she will be dat bitch"
Offensive,Miley cyrus kinda looks like a retarded care bear....
Offensive,Milk Marie don't approve to you ugly hoes
Offensive,Milk Marie she got pretty pussy call it pink cause a nigga fell in love with it.
Offensive,Million dollar bitch slap a ho
Offensive,Millions of niggas can rap. Can any of y'all make music? Like a quality song. Not just you spittin bars. Shit you can play wit the bitches?
Non-offensive,Mint Oreos &gt;&gt;&gt;
Offensive,Minus all the retarded poor bots.
Offensive,Miss ma niggah leo
Offensive,Miss these scary hoes! :) http://t.co/FzB57YsXVz
Offensive,Miss you lil bitch @xMASON4LIFEx http://t.co/TqmMnmkCyN
Non-offensive,Mississippi state fans are the best to just mock. It's so easy. Poor state. It's hard getting wins against top 25 opponents. #FailState
Offensive,Missouri got them swag fags lmao
Offensive,"Mitt Romney Gone take away weave if he become President, hoes gone be walkin around looking like Lil Bill &amp; Calliou..."
Non-offensive,Mitt Romney hates big bird. Fascist.
Offensive,"Mix it up, bitches."
Offensive,"MoNique made a whole fucking career offa call slim girls ""Skinny bitches"". She lost the weight (BECAUSE IT WAS UNHEALTHY) and now she's done"
Offensive,Model bitches in the gym working on they fitness but it dont mean nothing cuz they still gon buy some titties!
Offensive,Modern day singers talk about the same shit rappers talk about lol....hoes
Non-offensive,"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)"
Offensive,Molly make bitches crazy
Offensive,Molly's that bitch you love when she comes but hate when she goes..
Offensive,Mom just called me a rude ass hoe #rude
Offensive,Mom really came in and found anything possible to bitch about
Offensive,Mom said I couldn't have chocolate milk past nine so I punched that bitch in the pussy #satan &#128526;
Offensive,Mom you've been a real bitch lately
Offensive,"Mom: ""heard a song about some guy with bitches, and a long something or other so he could fuck the world for 72 hours or something..."" lolol"
Offensive,"Momma always told me I was crazy , am the hoes say I'm amazing but I don't listen to a lady !"
Offensive,Momma always told me I was crazy and the hoes say I'm amazing but I don't listen to a lady
Non-offensive,Mommy said no pussy cats inside my dawgs house
Offensive,Moms is a hoe...a disrespectful one &#171;@JusDahl Y'all bitches are trash http://t.co/bDftUen6Rm&#187;
Offensive,Monday like Saturday bitch#Turnup
Offensive,Money &gt;&gt;&gt;&gt; the best pussy
Offensive,"Money ain't a thang, bitch that's a lie. It only controls every bitch that's alive."
Offensive,Money can't buy you love so I don't pay for no pussy
Offensive,Money doesn't make me happy one bit. Money makes me feel more comfortable if anything. I can get pussy being dead ass broke tho tbh
Offensive,Money first woman second but you hoes are last !
Offensive,Money has bin on my mind lately so I think its time to leave the hoes alone and get with the program &#128176;
Non-offensive,Money hungry hoes they can never get a crumb
Offensive,Money make bitches fuck and niggas steal
Offensive,Money only impresses broke bitches.
Offensive,Money over bitches even though I love ladies
Offensive,Money pussy &amp; freedom!&#128079;&#128588;&#128175;
Offensive,"Money, hoes, cars and clothes"
Non-offensive,Monkey see monkey do really Abu
Non-offensive,Monkey see monkey doo
Offensive,"Monkey see, monkey do, Narnfraud?
Swiftee &amp; Narnfraud = pathetic and disturbed pair of thugs
#mngop proud?
#stribpol"
Offensive,Monopoly is fucking stupid fuck that dumb ass game bitch ass shit
Offensive,"Montana, Wisconsin, Maine, New Hampshire, North AND South Dakota, Wyoming. All places you can move an ex-hoe to and be happy."
Non-offensive,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do."
Offensive,More disability bigotry from the left RT @Icampintense: @AaronWorthing @CarolCNN @CNN how can you defend Palin and her retards?
Offensive,Moreno be a little bitch. You dumb bitch.
Non-offensive,Morning terror read: 99% of the ocean's trash is gone and no one knows where it went &#8594; http://t.co/CwC2LWCV3T
Non-offensive,Morning trash http://t.co/xba6WWVO7m
Offensive,Most Jordan's that dropped in 2014 were trash only fucked with like 3 pair and that's including the columbian
Offensive,Most niccas broke but always n the limelight
Offensive,Most niggas send hate thru the bitches
Offensive,Most of time I be thinking bitch when u gonna give me that pussy
Offensive,Most of you hoes copy and paste but there has to be someone they are copying from. And to you I give you my props
Offensive,Most them niccas I thought was real tried to derail me!
Offensive,Most these bitches ain't real
Non-offensive,Mother Nature hates the Yankees and baseball
Offensive,"Mother Nature is drunk again, this bitch knows how to party."
Offensive,"Mother asked what I wanted for Christmas this year. Replied with for her to not go crazy, and my sister to not be a bitch."
Offensive,Mother b is such a bitch&#128545;&#128548;
Offensive,"Mother fuck everything you got going on today because I'm going to Vegas in a few hours, bitch."
Offensive,Motherfuckas tryna hate on my whip acting like they got cooler interior/light up speakers hell nah bitch boys http://t.co/trbopWKAug
Offensive,Moving has been a bitch this weekend
Offensive,Moving is always a bitch.. I'm excited for Dallas though.
Non-offensive,"Mr President &amp; homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE"
Offensive,Mr.nvr get no pussy u a virginnnn
Offensive,Ms St aint no hoe. They fuckin Auburn up
Offensive,"Mufuckas been followin me on this bitch, tho."
Offensive,"Mum agrees with me, ur being a wee moody cunt and you cani deal with the fact i'm right:/ #dadsbeingsilly"
Offensive,Mum told me about that guy from one direction puffin on the dutchy nd I was like so? Least the cunt isny a mad smackhead...
Non-offensive,Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay
Offensive,Murda mook #rip to that shit
Offensive,Murda mook!!!!
Offensive,Music .....you make me sick bitch
Offensive,Music is the only bitch I put up with
Offensive,Music sounds a million times better in my car I love having a sub and new speakers. It's like a mini rave in this bitch. #bumpin
Offensive,Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;
Offensive,Musta let dem retards out to food shop. One just step on my boots in da Foodtown. Y'all know not to step on a niggas shoes
Offensive,Mute it hoe.
Offensive,Mutes pussy.. And ***** and ***** smh
Non-offensive,Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE
Offensive,"My ""sister"" use to walk the blade EVERYNIGHT so the way I see it that bitch don't have NO PLACE to try &amp; tell me wtf I should &amp; shouldnt do"
Offensive,My 2014 saying is bitch go get yo nigga hoe cuz I'm gonna beat yo ass just like am gonna beat nigga bitch go get yo nigga
Offensive,My Fantasy reign starts today! Got pussy nigga Los up first lmao...cmon Seattle D cut upppppp!!!
Non-offensive,"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!"
Offensive,My Instagram is being a bitch and telling me I can't follow this person fuck this
Offensive,My Instagram song ain't bout me postin pictures it's about how hoes not allowed to post pictures of me and I ain't posting none of them &#128076;
Offensive,My Lil cousin been locked up for 2 years for beating a bitch with. Metal bucket
Offensive,"My Moor friends,no not black friends,but Moor friends said Nigger came from Nigeria...You are so lost..Stop tagging me..."
Non-offensive,"My Oriental Gallery Blog: The New Land of Free Enterprise http://t,co/pz55t90Z"
Offensive,My Ralph Lauren jacket comes tomorrow. Im giving out free hugs so these bitches can know what high quality fabric feels like.
Offensive,My True life episode comes on later on tonight at 8pm central time. True Life: I wanna be a tranny.
Non-offensive,My Twitter app is poo trash.
Offensive,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6
Offensive,My alarm clock should be $$$ callin lol wake yo ass up and get this money bitch !
Non-offensive,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""...."
Offensive,My asshole credentials? Even rednecks hate me.
Offensive,My aunt said I'm handsome fuck you hoes
Non-offensive,My auto correct makes me sound so FOB
Offensive,My baby Lexy. She is a whole ain't shit bitch in the winter. Sorry ass RWD that's her only flaw. Still love you tho http://t.co/5UGfhrdrxT
Non-offensive,My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO
Non-offensive,My baby guinea pig is so cute #Adorable
Offensive,My bad dawg. That's yo hoe &#128564;
Offensive,My bad. That was about @LIPSDRIPRUBIES RT @VofD: Why bitches act like I CAN'T READ or like words don't have a meaning.
Offensive,My bae said u bitches watch y'all mouth lmao
